Top 10 documents in the rank list
Query: 28 	 Pr: 0.00000 	 Re: 0.00000
Query: 29 	 Pr: 0.08000 	 Re: 0.80000
Query: 30 	 Pr: 0.05000 	 Re: 0.62500
Query: 31 	 Pr: 0.01000 	 Re: 0.50000
Query: 32 	 Pr: 0.04000 	 Re: 0.57143
Query: 33 	 Pr: 0.04000 	 Re: 1.00000
Query: 34 	 Pr: 0.07000 	 Re: 1.00000
Query: 35 	 Pr: 0.02000 	 Re: 0.50000
Query: 36 	 Pr: 0.02000 	 Re: 0.66667
Query: 37 	 Pr: 0.07000 	 Re: 0.70000
Query: 38 	 Pr: 0.04000 	 Re: 0.36364
Query: 39 	 Pr: 0.08000 	 Re: 0.57143
Query: 40 	 Pr: 0.05000 	 Re: 0.38462
Query: 41 	 Pr: 0.04000 	 Re: 1.00000
Query: 42 	 Pr: 0.05000 	 Re: 0.83333
Query: 43 	 Pr: 0.06000 	 Re: 0.85714
Query: 44 	 Pr: 0.00000 	 Re: 0.00000
Query: 45 	 Pr: 0.10000 	 Re: 0.76923
Query: 46 	 Pr: 0.11000 	 Re: 0.68750
Query: 47 	 Pr: 0.13000 	 Re: 0.86667
Query: 48 	 Pr: 0.06000 	 Re: 0.50000
Query: 49 	 Pr: 0.03000 	 Re: 1.00000
Query: 50 	 Pr: 0.02000 	 Re: 0.28571
Query: 51 	 Pr: 0.09000 	 Re: 0.81818
Query: 52 	 Pr: 0.05000 	 Re: 1.00000
Query: 53 	 Pr: 0.09000 	 Re: 0.81818
Query: 54 	 Pr: 0.06000 	 Re: 0.60000
Query: 55 	 Pr: 0.08000 	 Re: 0.72727
Query: 56 	 Pr: 0.08000 	 Re: 0.72727
Query: 57 	 Pr: 0.09000 	 Re: 0.60000
Query: 58 	 Pr: 0.09000 	 Re: 0.90000
Query: 59 	 Pr: 0.05000 	 Re: 1.00000
Query: 60 	 Pr: 0.05000 	 Re: 0.83333
Query: 61 	 Pr: 0.05000 	 Re: 0.83333
Query: 62 	 Pr: 0.06000 	 Re: 1.00000
Query: 63 	 Pr: 0.03000 	 Re: 0.75000
Query: 64 	 Pr: 0.03000 	 Re: 1.00000
Query: 65 	 Pr: 0.11000 	 Re: 0.68750
Query: 66 	 Pr: 0.06000 	 Re: 1.00000
Query: 67 	 Pr: 0.12000 	 Re: 0.80000
Query: 68 	 Pr: 0.03000 	 Re: 0.50000
Query: 69 	 Pr: 0.06000 	 Re: 1.00000
Query: 70 	 Pr: 0.08000 	 Re: 0.72727
Query: 71 	 Pr: 0.05000 	 Re: 0.55556
Query: 72 	 Pr: 0.08000 	 Re: 0.44444
Query: 73 	 Pr: 0.13000 	 Re: 0.61905
Query: 74 	 Pr: 0.07000 	 Re: 1.00000
Query: 75 	 Pr: 0.03000 	 Re: 0.50000
Query: 76 	 Pr: 0.05000 	 Re: 0.62500
Query: 77 	 Pr: 0.07000 	 Re: 1.00000
Query: 78 	 Pr: 0.04000 	 Re: 1.00000
Query: 79 	 Pr: 0.04000 	 Re: 0.66667
Query: 80 	 Pr: 0.03000 	 Re: 0.60000
Query: 81 	 Pr: 0.03000 	 Re: 1.00000
Query: 82 	 Pr: 0.06000 	 Re: 1.00000
Query: 83 	 Pr: 0.03000 	 Re: 0.60000
Query: 84 	 Pr: 0.10000 	 Re: 0.83333
Query: 85 	 Pr: 0.02000 	 Re: 0.40000
Query: 86 	 Pr: 0.03000 	 Re: 1.00000
Query: 87 	 Pr: 0.01000 	 Re: 0.11111
Query: 88 	 Pr: 0.07000 	 Re: 1.00000
Query: 89 	 Pr: 0.07000 	 Re: 1.00000
Query: 90 	 Pr: 0.11000 	 Re: 0.78571
Query: 91 	 Pr: 0.07000 	 Re: 0.70000
Query: 92 	 Pr: 0.11000 	 Re: 0.78571
Query: 93 	 Pr: 0.02000 	 Re: 1.00000
Query: 94 	 Pr: 0.11000 	 Re: 0.84615
Query: 95 	 Pr: 0.03000 	 Re: 1.00000
Query: 96 	 Pr: 0.10000 	 Re: 0.71429
Query: 97 	 Pr: 0.06000 	 Re: 0.54545
Query: 98 	 Pr: 0.02000 	 Re: 0.33333
Query: 99 	 Pr: 0.04000 	 Re: 0.80000
Query: 100 	 Pr: 0.08000 	 Re: 0.80000
Query: 101 	 Pr: 0.07000 	 Re: 1.00000
Query: 102 	 Pr: 0.05000 	 Re: 1.00000
Query: 103 	 Pr: 0.02000 	 Re: 0.66667
Query: 104 	 Pr: 0.05000 	 Re: 0.83333
Query: 105 	 Pr: 0.06000 	 Re: 1.00000
Query: 106 	 Pr: 0.06000 	 Re: 1.00000
Query: 107 	 Pr: 0.08000 	 Re: 1.00000
Query: 108 	 Pr: 0.08000 	 Re: 1.00000
Query: 109 	 Pr: 0.04000 	 Re: 0.66667
Query: 110 	 Pr: 0.04000 	 Re: 0.80000
Query: 111 	 Pr: 0.08000 	 Re: 1.00000
Query: 112 	 Pr: 0.03000 	 Re: 1.00000
Query: 113 	 Pr: 0.02000 	 Re: 0.40000
Query: 114 	 Pr: 0.03000 	 Re: 0.60000
Query: 115 	 Pr: 0.02000 	 Re: 0.40000
Query: 116 	 Pr: 0.01000 	 Re: 0.16667
Query: 117 	 Pr: 0.02000 	 Re: 0.66667
Query: 118 	 Pr: 0.02000 	 Re: 0.50000
Query: 119 	 Pr: 0.02000 	 Re: 1.00000
Query: 120 	 Pr: 0.09000 	 Re: 0.90000
Query: 121 	 Pr: 0.08000 	 Re: 1.00000
Query: 122 	 Pr: 0.09000 	 Re: 0.90000
Query: 123 	 Pr: 0.03000 	 Re: 1.00000
Query: 124 	 Pr: 0.01000 	 Re: 0.20000
Query: 125 	 Pr: 0.13000 	 Re: 0.72222
Query: 126 	 Pr: 0.04000 	 Re: 0.44444
Query: 127 	 Pr: 0.05000 	 Re: 0.83333
Query: 128 	 Pr: 0.02000 	 Re: 0.66667
Query: 129 	 Pr: 0.06000 	 Re: 0.75000
Query: 130 	 Pr: 0.05000 	 Re: 0.83333
Query: 131 	 Pr: 0.09000 	 Re: 1.00000
Query: 132 	 Pr: 0.16000 	 Re: 1.00000
Query: 133 	 Pr: 0.08000 	 Re: 1.00000
Query: 134 	 Pr: 0.03000 	 Re: 1.00000
Query: 135 	 Pr: 0.09000 	 Re: 1.00000
Query: 136 	 Pr: 0.04000 	 Re: 1.00000
Query: 137 	 Pr: 0.05000 	 Re: 1.00000
Query: 138 	 Pr: 0.03000 	 Re: 1.00000
Query: 139 	 Pr: 0.02000 	 Re: 0.40000
Query: 140 	 Pr: 0.05000 	 Re: 0.71429
Query: 141 	 Pr: 0.07000 	 Re: 1.00000
Query: 142 	 Pr: 0.02000 	 Re: 1.00000
Query: 143 	 Pr: 0.03000 	 Re: 1.00000
Query: 144 	 Pr: 0.07000 	 Re: 1.00000
Query: 145 	 Pr: 0.07000 	 Re: 0.87500
Query: 146 	 Pr: 0.03000 	 Re: 1.00000
Query: 147 	 Pr: 0.08000 	 Re: 0.72727
Query: 148 	 Pr: 0.07000 	 Re: 1.00000
Query: 149 	 Pr: 0.11000 	 Re: 0.91667
Query: 150 	 Pr: 0.03000 	 Re: 1.00000
Query: 151 	 Pr: 0.03000 	 Re: 0.50000
Query: 152 	 Pr: 0.04000 	 Re: 0.57143
Query: 153 	 Pr: 0.06000 	 Re: 0.75000
Query: 154 	 Pr: 0.03000 	 Re: 1.00000
Query: 155 	 Pr: 0.04000 	 Re: 0.57143
Query: 156 	 Pr: 0.12000 	 Re: 0.80000
Query: 157 	 Pr: 0.29000 	 Re: 0.72500
Query: 158 	 Pr: 0.05000 	 Re: 0.55556
Query: 159 	 Pr: 0.05000 	 Re: 0.55556
Query: 160 	 Pr: 0.03000 	 Re: 0.50000
Query: 161 	 Pr: 0.07000 	 Re: 1.00000
Query: 162 	 Pr: 0.09000 	 Re: 1.00000
Query: 163 	 Pr: 0.03000 	 Re: 0.75000
Query: 164 	 Pr: 0.09000 	 Re: 1.00000
Query: 165 	 Pr: 0.03000 	 Re: 1.00000
Query: 166 	 Pr: 0.02000 	 Re: 0.22222
Query: 167 	 Pr: 0.02000 	 Re: 0.66667
Query: 168 	 Pr: 0.03000 	 Re: 1.00000
Query: 169 	 Pr: 0.05000 	 Re: 1.00000
Query: 170 	 Pr: 0.06000 	 Re: 0.85714
Query: 171 	 Pr: 0.04000 	 Re: 1.00000
Query: 172 	 Pr: 0.05000 	 Re: 1.00000
Query: 173 	 Pr: 0.03000 	 Re: 1.00000
Query: 174 	 Pr: 0.04000 	 Re: 0.66667
Query: 175 	 Pr: 0.04000 	 Re: 0.66667
Query: 176 	 Pr: 0.06000 	 Re: 0.75000
Query: 177 	 Pr: 0.06000 	 Re: 1.00000
Query: 178 	 Pr: 0.05000 	 Re: 1.00000
Query: 179 	 Pr: 0.04000 	 Re: 0.80000
Query: 180 	 Pr: 0.08000 	 Re: 1.00000
Query: 181 	 Pr: 0.04000 	 Re: 0.66667
Query: 182 	 Pr: 0.03000 	 Re: 1.00000
Query: 183 	 Pr: 0.12000 	 Re: 0.85714
Query: 184 	 Pr: 0.08000 	 Re: 1.00000
Query: 185 	 Pr: 0.10000 	 Re: 1.00000
Query: 186 	 Pr: 0.07000 	 Re: 0.41176
Query: 187 	 Pr: 0.05000 	 Re: 0.71429
Query: 188 	 Pr: 0.12000 	 Re: 1.00000
Query: 189 	 Pr: 0.07000 	 Re: 0.70000
Query: 190 	 Pr: 0.06000 	 Re: 1.00000
Query: 191 	 Pr: 0.13000 	 Re: 0.92857
Query: 192 	 Pr: 0.05000 	 Re: 1.00000
Query: 193 	 Pr: 0.09000 	 Re: 0.90000
Query: 194 	 Pr: 0.07000 	 Re: 1.00000
Query: 195 	 Pr: 0.03000 	 Re: 0.75000
Query: 196 	 Pr: 0.06000 	 Re: 0.46154
Query: 197 	 Pr: 0.04000 	 Re: 1.00000
Query: 198 	 Pr: 0.05000 	 Re: 1.00000
Query: 199 	 Pr: 0.07000 	 Re: 0.77778
Query: 200 	 Pr: 0.04000 	 Re: 1.00000
Query: 201 	 Pr: 0.10000 	 Re: 0.58824
Query: 202 	 Pr: 0.11000 	 Re: 0.73333
Query: 203 	 Pr: 0.08000 	 Re: 0.53333
Query: 204 	 Pr: 0.05000 	 Re: 0.33333
Query: 205 	 Pr: 0.03000 	 Re: 1.00000
Query: 206 	 Pr: 0.03000 	 Re: 0.75000
Query: 207 	 Pr: 0.05000 	 Re: 0.83333
Query: 208 	 Pr: 0.07000 	 Re: 1.00000
Query: 209 	 Pr: 0.09000 	 Re: 0.69231
Query: 210 	 Pr: 0.07000 	 Re: 1.00000
Query: 211 	 Pr: 0.10000 	 Re: 0.83333
Query: 212 	 Pr: 0.14000 	 Re: 0.93333
Query: 213 	 Pr: 0.11000 	 Re: 0.91667
Query: 214 	 Pr: 0.04000 	 Re: 0.80000
Query: 215 	 Pr: 0.03000 	 Re: 1.00000
Query: 216 	 Pr: 0.00000 	 Re: 0.00000
Query: 217 	 Pr: 0.11000 	 Re: 0.68750
Query: 218 	 Pr: 0.12000 	 Re: 0.75000
Query: 219 	 Pr: 0.09000 	 Re: 0.47368
Query: 220 	 Pr: 0.15000 	 Re: 0.75000
Query: 221 	 Pr: 0.11000 	 Re: 0.57895
Query: 222 	 Pr: 0.09000 	 Re: 0.90000
Query: 223 	 Pr: 0.04000 	 Re: 0.80000
Query: 224 	 Pr: 0.08000 	 Re: 0.88889
Query: 225 	 Pr: 0.05000 	 Re: 0.20000
Avg Precision: 0.06000
Avg Recall: 0.76981

Top 500 documents in the rank list
Query: 1 	 Pr: 0.04600 	 Re: 0.79310
Query: 2 	 Pr: 0.03200 	 Re: 0.64000
Query: 3 	 Pr: 0.01800 	 Re: 1.00000
Query: 4 	 Pr: 0.00600 	 Re: 1.00000
Query: 5 	 Pr: 0.01000 	 Re: 1.00000
Query: 6 	 Pr: 0.01000 	 Re: 1.00000
Query: 7 	 Pr: 0.01000 	 Re: 0.83333
Query: 8 	 Pr: 0.02400 	 Re: 1.00000
Query: 9 	 Pr: 0.00800 	 Re: 1.00000
Query: 10 	 Pr: 0.01800 	 Re: 1.00000
Query: 11 	 Pr: 0.01600 	 Re: 1.00000
Query: 12 	 Pr: 0.01200 	 Re: 1.00000
Query: 13 	 Pr: 0.00200 	 Re: 0.20000
Query: 14 	 Pr: 0.00600 	 Re: 1.00000
Query: 15 	 Pr: 0.00400 	 Re: 0.66667
Query: 16 	 Pr: 0.00800 	 Re: 1.00000
Query: 17 	 Pr: 0.00600 	 Re: 1.00000
Query: 18 	 Pr: 0.00600 	 Re: 0.75000
Query: 19 	 Pr: 0.01400 	 Re: 0.70000
Query: 20 	 Pr: 0.02000 	 Re: 1.00000
Query: 21 	 Pr: 0.01000 	 Re: 1.00000
Query: 22 	 Pr: 0.00000 	 Re: 0.00000
Query: 23 	 Pr: 0.05600 	 Re: 0.84848
Query: 24 	 Pr: 0.00800 	 Re: 1.00000
Query: 25 	 Pr: 0.01800 	 Re: 0.90000
Query: 26 	 Pr: 0.01200 	 Re: 0.85714
Query: 27 	 Pr: 0.00800 	 Re: 1.00000
Query: 28 	 Pr: 0.00400 	 Re: 0.66667
Query: 29 	 Pr: 0.02000 	 Re: 1.00000
Query: 30 	 Pr: 0.01400 	 Re: 0.87500
Query: 31 	 Pr: 0.00200 	 Re: 0.50000
Query: 32 	 Pr: 0.01000 	 Re: 0.71429
Query: 33 	 Pr: 0.00800 	 Re: 1.00000
Query: 34 	 Pr: 0.01400 	 Re: 1.00000
Query: 35 	 Pr: 0.00600 	 Re: 0.75000
Query: 36 	 Pr: 0.00600 	 Re: 1.00000
Query: 37 	 Pr: 0.01800 	 Re: 0.90000
Query: 38 	 Pr: 0.01800 	 Re: 0.81818
Query: 39 	 Pr: 0.01800 	 Re: 0.64286
Query: 40 	 Pr: 0.02000 	 Re: 0.76923
Query: 41 	 Pr: 0.00800 	 Re: 1.00000
Query: 42 	 Pr: 0.01200 	 Re: 1.00000
Query: 43 	 Pr: 0.01400 	 Re: 1.00000
Query: 44 	 Pr: 0.00000 	 Re: 0.00000
Query: 45 	 Pr: 0.02600 	 Re: 1.00000
Query: 46 	 Pr: 0.03200 	 Re: 1.00000
Query: 47 	 Pr: 0.02800 	 Re: 0.93333
Query: 48 	 Pr: 0.02200 	 Re: 0.91667
Query: 49 	 Pr: 0.00600 	 Re: 1.00000
Query: 50 	 Pr: 0.01400 	 Re: 1.00000
Query: 51 	 Pr: 0.02200 	 Re: 1.00000
Query: 52 	 Pr: 0.01000 	 Re: 1.00000
Query: 53 	 Pr: 0.02200 	 Re: 1.00000
Query: 54 	 Pr: 0.02000 	 Re: 1.00000
Query: 55 	 Pr: 0.02000 	 Re: 0.90909
Query: 56 	 Pr: 0.02200 	 Re: 1.00000
Query: 57 	 Pr: 0.02600 	 Re: 0.86667
Query: 58 	 Pr: 0.02000 	 Re: 1.00000
Query: 59 	 Pr: 0.01000 	 Re: 1.00000
Query: 60 	 Pr: 0.01200 	 Re: 1.00000
Query: 61 	 Pr: 0.01200 	 Re: 1.00000
Query: 62 	 Pr: 0.01200 	 Re: 1.00000
Query: 63 	 Pr: 0.00800 	 Re: 1.00000
Query: 64 	 Pr: 0.00600 	 Re: 1.00000
Query: 65 	 Pr: 0.02800 	 Re: 0.87500
Query: 66 	 Pr: 0.01200 	 Re: 1.00000
Query: 67 	 Pr: 0.02600 	 Re: 0.86667
Query: 68 	 Pr: 0.01000 	 Re: 0.83333
Query: 69 	 Pr: 0.01200 	 Re: 1.00000
Query: 70 	 Pr: 0.02200 	 Re: 1.00000
Query: 71 	 Pr: 0.01600 	 Re: 0.88889
Query: 72 	 Pr: 0.02200 	 Re: 0.61111
Query: 73 	 Pr: 0.03600 	 Re: 0.85714
Query: 74 	 Pr: 0.01400 	 Re: 1.00000
Query: 75 	 Pr: 0.01200 	 Re: 1.00000
Query: 76 	 Pr: 0.01200 	 Re: 0.75000
Query: 77 	 Pr: 0.01400 	 Re: 1.00000
Query: 78 	 Pr: 0.00800 	 Re: 1.00000
Query: 79 	 Pr: 0.01200 	 Re: 1.00000
Query: 80 	 Pr: 0.00800 	 Re: 0.80000
Query: 81 	 Pr: 0.00600 	 Re: 1.00000
Query: 82 	 Pr: 0.01200 	 Re: 1.00000
Query: 83 	 Pr: 0.01000 	 Re: 1.00000
Query: 84 	 Pr: 0.02400 	 Re: 1.00000
Query: 85 	 Pr: 0.00800 	 Re: 0.80000
Query: 86 	 Pr: 0.00600 	 Re: 1.00000
Query: 87 	 Pr: 0.01400 	 Re: 0.77778
Query: 88 	 Pr: 0.01400 	 Re: 1.00000
Query: 89 	 Pr: 0.01400 	 Re: 1.00000
Query: 90 	 Pr: 0.02600 	 Re: 0.92857
Query: 91 	 Pr: 0.01600 	 Re: 0.80000
Query: 92 	 Pr: 0.02400 	 Re: 0.85714
Query: 93 	 Pr: 0.00400 	 Re: 1.00000
Query: 94 	 Pr: 0.02600 	 Re: 1.00000
Query: 95 	 Pr: 0.00600 	 Re: 1.00000
Query: 96 	 Pr: 0.02800 	 Re: 1.00000
Query: 97 	 Pr: 0.01600 	 Re: 0.72727
Query: 98 	 Pr: 0.00800 	 Re: 0.66667
Query: 99 	 Pr: 0.00800 	 Re: 0.80000
Query: 100 	 Pr: 0.02000 	 Re: 1.00000
Query: 101 	 Pr: 0.01400 	 Re: 1.00000
Query: 102 	 Pr: 0.01000 	 Re: 1.00000
Query: 103 	 Pr: 0.00400 	 Re: 0.66667
Query: 104 	 Pr: 0.01000 	 Re: 0.83333
Query: 105 	 Pr: 0.01200 	 Re: 1.00000
Query: 106 	 Pr: 0.01200 	 Re: 1.00000
Query: 107 	 Pr: 0.01600 	 Re: 1.00000
Query: 108 	 Pr: 0.01600 	 Re: 1.00000
Query: 109 	 Pr: 0.01200 	 Re: 1.00000
Query: 110 	 Pr: 0.01000 	 Re: 1.00000
Query: 111 	 Pr: 0.01600 	 Re: 1.00000
Query: 112 	 Pr: 0.00600 	 Re: 1.00000
Query: 113 	 Pr: 0.01000 	 Re: 1.00000
Query: 114 	 Pr: 0.01000 	 Re: 1.00000
Query: 115 	 Pr: 0.00800 	 Re: 0.80000
Query: 116 	 Pr: 0.01000 	 Re: 0.83333
Query: 117 	 Pr: 0.00400 	 Re: 0.66667
Query: 118 	 Pr: 0.00800 	 Re: 1.00000
Query: 119 	 Pr: 0.00400 	 Re: 1.00000
Query: 120 	 Pr: 0.02000 	 Re: 1.00000
Query: 121 	 Pr: 0.01600 	 Re: 1.00000
Query: 122 	 Pr: 0.02000 	 Re: 1.00000
Query: 123 	 Pr: 0.00600 	 Re: 1.00000
Query: 124 	 Pr: 0.00600 	 Re: 0.60000
Query: 125 	 Pr: 0.03000 	 Re: 0.83333
Query: 126 	 Pr: 0.01800 	 Re: 1.00000
Query: 127 	 Pr: 0.01200 	 Re: 1.00000
Query: 128 	 Pr: 0.00600 	 Re: 1.00000
Query: 129 	 Pr: 0.01600 	 Re: 1.00000
Query: 130 	 Pr: 0.01200 	 Re: 1.00000
Query: 131 	 Pr: 0.01800 	 Re: 1.00000
Query: 132 	 Pr: 0.03200 	 Re: 1.00000
Query: 133 	 Pr: 0.01600 	 Re: 1.00000
Query: 134 	 Pr: 0.00600 	 Re: 1.00000
Query: 135 	 Pr: 0.01800 	 Re: 1.00000
Query: 136 	 Pr: 0.00800 	 Re: 1.00000
Query: 137 	 Pr: 0.01000 	 Re: 1.00000
Query: 138 	 Pr: 0.00600 	 Re: 1.00000
Query: 139 	 Pr: 0.00800 	 Re: 0.80000
Query: 140 	 Pr: 0.01400 	 Re: 1.00000
Query: 141 	 Pr: 0.01400 	 Re: 1.00000
Query: 142 	 Pr: 0.00400 	 Re: 1.00000
Query: 143 	 Pr: 0.00600 	 Re: 1.00000
Query: 144 	 Pr: 0.01400 	 Re: 1.00000
Query: 145 	 Pr: 0.01600 	 Re: 1.00000
Query: 146 	 Pr: 0.00600 	 Re: 1.00000
Query: 147 	 Pr: 0.02000 	 Re: 0.90909
Query: 148 	 Pr: 0.01400 	 Re: 1.00000
Query: 149 	 Pr: 0.02400 	 Re: 1.00000
Query: 150 	 Pr: 0.00600 	 Re: 1.00000
Query: 151 	 Pr: 0.01200 	 Re: 1.00000
Query: 152 	 Pr: 0.01000 	 Re: 0.71429
Query: 153 	 Pr: 0.01400 	 Re: 0.87500
Query: 154 	 Pr: 0.00600 	 Re: 1.00000
Query: 155 	 Pr: 0.01200 	 Re: 0.85714
Query: 156 	 Pr: 0.03000 	 Re: 1.00000
Query: 157 	 Pr: 0.07600 	 Re: 0.95000
Query: 158 	 Pr: 0.01200 	 Re: 0.66667
Query: 159 	 Pr: 0.01600 	 Re: 0.88889
Query: 160 	 Pr: 0.01200 	 Re: 1.00000
Query: 161 	 Pr: 0.01400 	 Re: 1.00000
Query: 162 	 Pr: 0.01800 	 Re: 1.00000
Query: 163 	 Pr: 0.00800 	 Re: 1.00000
Query: 164 	 Pr: 0.01800 	 Re: 1.00000
Query: 165 	 Pr: 0.00600 	 Re: 1.00000
Query: 166 	 Pr: 0.01400 	 Re: 0.77778
Query: 167 	 Pr: 0.00600 	 Re: 1.00000
Query: 168 	 Pr: 0.00600 	 Re: 1.00000
Query: 169 	 Pr: 0.01000 	 Re: 1.00000
Query: 170 	 Pr: 0.01400 	 Re: 1.00000
Query: 171 	 Pr: 0.00800 	 Re: 1.00000
Query: 172 	 Pr: 0.01000 	 Re: 1.00000
Query: 173 	 Pr: 0.00600 	 Re: 1.00000
Query: 174 	 Pr: 0.00800 	 Re: 0.66667
Query: 175 	 Pr: 0.01000 	 Re: 0.83333
Query: 176 	 Pr: 0.01400 	 Re: 0.87500
Query: 177 	 Pr: 0.01200 	 Re: 1.00000
Query: 178 	 Pr: 0.01000 	 Re: 1.00000
Query: 179 	 Pr: 0.01000 	 Re: 1.00000
Query: 180 	 Pr: 0.01600 	 Re: 1.00000
Query: 181 	 Pr: 0.00800 	 Re: 0.66667
Query: 182 	 Pr: 0.00600 	 Re: 1.00000
Query: 183 	 Pr: 0.02600 	 Re: 0.92857
Query: 184 	 Pr: 0.01600 	 Re: 1.00000
Query: 185 	 Pr: 0.02000 	 Re: 1.00000
Query: 186 	 Pr: 0.02600 	 Re: 0.76471
Query: 187 	 Pr: 0.01200 	 Re: 0.85714
Query: 188 	 Pr: 0.02400 	 Re: 1.00000
Query: 189 	 Pr: 0.01600 	 Re: 0.80000
Query: 190 	 Pr: 0.01200 	 Re: 1.00000
Query: 191 	 Pr: 0.02800 	 Re: 1.00000
Query: 192 	 Pr: 0.01000 	 Re: 1.00000
Query: 193 	 Pr: 0.02000 	 Re: 1.00000
Query: 194 	 Pr: 0.01400 	 Re: 1.00000
Query: 195 	 Pr: 0.00800 	 Re: 1.00000
Query: 196 	 Pr: 0.01600 	 Re: 0.61538
Query: 197 	 Pr: 0.00800 	 Re: 1.00000
Query: 198 	 Pr: 0.01000 	 Re: 1.00000
Query: 199 	 Pr: 0.01600 	 Re: 0.88889
Query: 200 	 Pr: 0.00800 	 Re: 1.00000
Query: 201 	 Pr: 0.03200 	 Re: 0.94118
Query: 202 	 Pr: 0.03000 	 Re: 1.00000
Query: 203 	 Pr: 0.02000 	 Re: 0.66667
Query: 204 	 Pr: 0.02200 	 Re: 0.73333
Query: 205 	 Pr: 0.00600 	 Re: 1.00000
Query: 206 	 Pr: 0.00600 	 Re: 0.75000
Query: 207 	 Pr: 0.01200 	 Re: 1.00000
Query: 208 	 Pr: 0.01400 	 Re: 1.00000
Query: 209 	 Pr: 0.02200 	 Re: 0.84615
Query: 210 	 Pr: 0.01400 	 Re: 1.00000
Query: 211 	 Pr: 0.02400 	 Re: 1.00000
Query: 212 	 Pr: 0.03000 	 Re: 1.00000
Query: 213 	 Pr: 0.02400 	 Re: 1.00000
Query: 214 	 Pr: 0.00800 	 Re: 0.80000
Query: 215 	 Pr: 0.00600 	 Re: 1.00000
Query: 216 	 Pr: 0.00400 	 Re: 1.00000
Query: 217 	 Pr: 0.03200 	 Re: 1.00000
Query: 218 	 Pr: 0.03200 	 Re: 1.00000
Query: 219 	 Pr: 0.03400 	 Re: 0.89474
Query: 220 	 Pr: 0.04000 	 Re: 1.00000
Query: 221 	 Pr: 0.03800 	 Re: 1.00000
Query: 222 	 Pr: 0.02000 	 Re: 1.00000
Query: 223 	 Pr: 0.01000 	 Re: 1.00000
Query: 224 	 Pr: 0.01800 	 Re: 1.00000
Query: 225 	 Pr: 0.03400 	 Re: 0.68000
Avg Precision: 0.01490
Avg Recall: 0.92076

